txn_id,timestamp,sender_bank,sender_account,receiver_bank,upi_app,amount,status,merchant,city,category
UPI002593,2026-01-14 05:44:00,SBI,ACC67778,SBI,BHIM,1476.02,PENDING,"Dhaliwal, Natarajan and Ram",Howrah,Bills
UPI002594,2026-01-27 20:41:00,BOB,ACC56200,BOB,BHIM,9431.67,PENDING,Dugal-Purohit,Tinsukia,Food
UPI002595,2026-01-15 00:49:00,Kotak,ACC66168,SBI,PhonePe,22075.65,PENDING,Dugal and Sons,Loni,Food
UPI002472,2026-01-09 05:38:00,Kotak,ACC68616,Kotak,BHIM,9189.95,PENDING,Chandran-Bandi,Raurkela Industrial Township,Bills
UPI002597,2026-01-27 20:03:00,HDFC,ACC12361,SBI,PhonePe,31326.7,FAILED,"Agrawal, Nadkarni and Golla",Ghaziabad,Shopping
UPI002598,2026-01-02 15:27:00,Axis,ACC46075,HDFC,AmazonPay,3199.75,SUCCESS,Bansal PLC,Alappuzha,Bills
UPI002599,2026-01-11 08:00:00,BOB,ACC34776,Axis,AmazonPay,30040.33,FAILED,"Doctor, Balan and Subramanian",Sasaram,Food
UPI002600,2026-01-23 16:28:00,PNB,ACC35633,SBI,GPay,793.71,PENDING,Modi Inc,Vadodara,Transport
UPI002601,2026-01-27 03:11:00,Axis,ACC57642,HDFC,BHIM,32563.9,PENDING,"Kamdar, Krishnamurthy and Narula",Anantapuram,Food
UPI002602,2026-01-30 05:14:00,BOB,ACC46318,ICICI,BHIM,16338.31,PENDING,Chaudhry LLC,Tumkur,Bills
UPI002603,2026-01-25 16:49:00,Axis,ACC37299,ICICI,Paytm,45416.78,PENDING,"Saraf, Borra and Sethi",Korba,Shopping
UPI002604,2026-01-20 12:43:00,Kotak,ACC80314,PNB,BHIM,16522.01,PENDING,Dayal-Mangat,Nanded,Transfer
UPI002605,2026-01-14 12:02:00,Kotak,ACC39968,PNB,Paytm,37379.44,REVERSED,Dar-Kaur,Ahmednagar,Transport
UPI002606,2026-01-14 15:22:00,Kotak,ACC51050,HDFC,GPay,41607.93,SUCCESS,Manda-Dani,Madanapalle,Bills
UPI002607,2026-01-24 02:45:00,Kotak,ACC48106,HDFC,GPay,,REVERSED,Som-Kalita,Dibrugarh,Transfer
UPI002608,2026-01-20 14:21:00,Kotak,ACC54199,BOB,AmazonPay,32847.79,SUCCESS,Thakur-Goel,Bihar Sharif,Shopping
UPI002609,2026-01-17 10:30:00,PNB,ACC14178,Kotak,GPay,36205.75,PENDING,Sethi-Saini,Shimla,Bills
UPI002610,2026-01-21 20:07:00,HDFC,ACC46747,HDFC,AmazonPay,,FAILED,"Samra, Sidhu and Patil",Shahjahanpur,Transfer
UPI002611,2026-01-07 10:58:00,BOB,ACC87370,ICICI,Paytm,23377.35,PENDING,Memon-Kannan,Etawah,Food
UPI002612,2026-01-26 10:40:00,ICICI,ACC24409,ICICI,PhonePe,46269.55,FAILED,Deshmukh Inc,Mysore,Food
UPI002613,2026-01-05 06:54:00,ICICI,ACC37488,ICICI,GPay,17181.4,SUCCESS,"Shanker, Dutta and Kohli",Haldia,Transport
UPI002614,2026-01-11 13:59:00,BOB,ACC39333,BOB,BHIM,29835.29,PENDING,Shukla-Pathak,Shivpuri,Transport
UPI002615,2026-01-11 21:03:00,PNB,ACC56215,Kotak,PhonePe,36080.32,PENDING,Mishra-Sagar,Karaikudi,Transport
UPI002616,2026-01-26 02:13:00,Axis,ACC98558,Axis,GPay,9240.68,PENDING,Lall Group,Dehradun,Food
UPI002617,2026-01-26 05:07:00,PNB,ACC98722,ICICI,Paytm,26183.39,PENDING,Rout-Sane,Bidhannagar,Shopping
UPI002618,2026-01-28 11:19:00,BOB,ACC92026,SBI,AmazonPay,12984.61,FAILED,"Natarajan, Kala and Khurana",Visakhapatnam,Shopping
UPI002619,2026-01-17 06:27:00,ICICI,ACC99687,HDFC,BHIM,23837.06,SUCCESS,"Comar, Vaidya and Rajagopalan",Kurnool,Bills
UPI002620,2026-01-10 02:13:00,HDFC,ACC67968,ICICI,BHIM,9331.98,SUCCESS,Verma-Puri,Panihati,Transport
UPI002621,2026-01-20 06:13:00,PNB,ACC31860,BOB,BHIM,33393.36,PENDING,D’Alia and Sons,Siwan,Food
UPI002622,2026-01-24 06:19:00,BOB,ACC95852,Axis,BHIM,21221.5,FAILED,Wadhwa-Bath,Guntakal,Food
UPI002623,2026-01-28 11:11:00,BOB,ACC66555,HDFC,PhonePe,46646.14,FAILED,Varty-Suri,Dehradun,Transfer
UPI002624,2026-01-03 16:47:00,ICICI,ACC53986,SBI,Paytm,47491.52,FAILED,Bir PLC,Jammu,Transport
UPI002625,2026-01-05 13:10:00,HDFC,ACC38221,ICICI,GPay,35197.9,SUCCESS,Sood LLC,Guntakal,Shopping
UPI002626,2026-01-07 22:18:00,SBI,ACC29038,ICICI,AmazonPay,42511.95,FAILED,Vig Group,Patiala,Bills
UPI002627,2026-01-11 19:27:00,SBI,ACC42285,ICICI,GPay,2319.44,REVERSED,Bansal-Ratta,Giridih,Shopping
UPI002628,2026-01-03 21:49:00,SBI,ACC53415,ICICI,AmazonPay,22083.76,SUCCESS,Khatri-Hayer,Madurai,Shopping
UPI002629,2026-01-10 05:51:00,PNB,ACC49210,HDFC,BHIM,9712.18,PENDING,Baria LLC,Rampur,Transport
UPI002630,2026-01-30 17:26:00,BOB,ACC30549,PNB,AmazonPay,,REVERSED,Atwal-Pathak,Proddatur,Bills
UPI002631,2026-01-27 14:28:00,SBI,ACC98230,Axis,AmazonPay,32129.42,FAILED,Pant Inc,Dindigul,Bills
UPI002632,2026-01-10 17:20:00,BOB,ACC31197,Kotak,PhonePe,47997.63,REVERSED,"Rai, Chandran and Narula",Amritsar,Transport
UPI002633,2026-01-11 09:40:00,BOB,ACC91074,HDFC,GPay,4178.23,SUCCESS,"Bhardwaj, Rao and Sarma",Munger,Transfer
UPI002634,2026-01-21 03:29:00,HDFC,ACC99049,Axis,BHIM,19859.54,REVERSED,"Palan, Karan and Konda",Tinsukia,Food
UPI002635,2026-01-23 04:17:00,SBI,ACC67943,PNB,Paytm,17955.65,PENDING,Konda-Char,Farrukhabad,Transfer
UPI002636,2026-01-03 13:41:00,ICICI,ACC45935,ICICI,PhonePe,42025.97,SUCCESS,Varma-Viswanathan,Bhatpara,Transport
UPI001546,2026-01-26 06:09:00,Kotak,ACC14484,HDFC,Paytm,37122.64,PENDING,"Memon, Sandal and Sidhu",Mira-Bhayandar,Food
UPI002638,2026-01-03 03:35:00,HDFC,ACC95009,BOB,PhonePe,15817.26,PENDING,"Krishnamurthy, Krish and Yogi",Vellore,Food
UPI002639,2026-01-21 21:36:00,PNB,ACC55611,ICICI,PhonePe,35944.14,FAILED,Nazareth-Khosla,Indore,Transport
UPI002640,2026-01-12 02:03:00,BOB,ACC82018,PNB,GPay,27089.76,REVERSED,"Sarin, Wali and Balasubramanian",Pimpri-Chinchwad,Transport
UPI002641,2026-01-13 18:43:00,Axis,ACC17878,SBI,AmazonPay,43568.66,PENDING,Dhingra-Kunda,Bidhannagar,Transport
UPI002642,2026-01-17 11:01:00,BOB,ACC40939,HDFC,PhonePe,4936.02,FAILED,Narayan PLC,Alappuzha,Food
UPI002643,2026-01-29 23:57:00,Axis,ACC39132,Axis,PhonePe,33609.2,FAILED,Dhawan-Contractor,Yamunanagar,Transfer
UPI002644,2026-01-22 19:04:00,HDFC,ACC59856,Kotak,PhonePe,33381.54,REVERSED,Walla Group,Dharmavaram,Transfer
UPI002645,2026-01-03 02:25:00,SBI,ACC13032,ICICI,GPay,15319.76,SUCCESS,Srivastava Group,Nellore,Shopping
UPI002646,2026-01-01 09:39:00,Axis,ACC24960,Axis,GPay,4995.16,PENDING,Memon LLC,Gandhinagar,Transfer
UPI002647,2026-01-28 14:37:00,ICICI,ACC23657,HDFC,GPay,39715.91,REVERSED,Keer-Chada,Navi Mumbai,Food
UPI002648,2026-01-04 15:55:00,Kotak,ACC44711,BOB,Paytm,4055.54,PENDING,"Pandey, Anne and D’Alia",Malegaon,Shopping
UPI002649,2026-01-16 15:52:00,ICICI,ACC61050,BOB,PhonePe,21021.58,FAILED,Nori-Butala,Jammu,Bills
UPI002650,2026-01-06 07:03:00,PNB,ACC98569,Kotak,AmazonPay,3921.58,REVERSED,Zacharia LLC,Hospet,Transport
UPI002651,2026-01-19 06:47:00,BOB,ACC60027,BOB,BHIM,12033.48,FAILED,"Peri, Pradhan and Dani",Nangloi Jat,Food
UPI002652,2026-01-24 21:10:00,Axis,ACC47551,BOB,PhonePe,24726.0,FAILED,Dugar-Nori,Gangtok,Transport
UPI002653,2026-01-18 07:54:00,SBI,ACC49574,ICICI,BHIM,32767.29,REVERSED,Shukla-Nanda,Tirupati,Transport
UPI002654,2026-01-06 00:38:00,SBI,ACC69910,Axis,PhonePe,10247.63,PENDING,Som-Chacko,Rajkot,Transport
UPI002655,2026-01-06 03:05:00,Kotak,ACC62007,Kotak,BHIM,5122.28,FAILED,"Ranganathan, Bedi and Bansal",Hindupur,Bills
UPI002656,2026-01-25 12:20:00,Kotak,ACC60790,Kotak,AmazonPay,1370.39,REVERSED,"Mitter, Shah and Atwal",Mau,Food
UPI002657,2026-01-02 06:55:00,ICICI,ACC80947,HDFC,BHIM,27564.81,FAILED,"Upadhyay, Divan and Jhaveri",Noida,Bills
UPI002658,2026-01-09 05:50:00,PNB,ACC29001,BOB,AmazonPay,34507.86,SUCCESS,Gopal-Madan,Mangalore,Transport
UPI002659,2026-01-03 22:21:00,SBI,ACC44632,SBI,BHIM,2891.98,FAILED,Tripathi Inc,Srikakulam,Transfer
UPI002660,2026-01-13 18:40:00,Axis,ACC26263,Kotak,GPay,27165.37,SUCCESS,"Srivastava, Andra and Nazareth",Bettiah,Food
UPI002661,2026-01-19 05:25:00,PNB,ACC17002,BOB,BHIM,22323.04,PENDING,Subramaniam Group,Bhiwandi,Bills
UPI002662,2026-01-12 11:17:00,BOB,ACC85569,Axis,Paytm,36457.63,REVERSED,Garde Group,Jalandhar,Transfer
UPI002663,2026-01-23 07:34:00,SBI,ACC24467,ICICI,AmazonPay,15793.03,REVERSED,Menon-Mall,Adoni,Shopping
UPI002664,2026-01-25 07:51:00,PNB,ACC23370,SBI,BHIM,17803.75,SUCCESS,Chander-Doctor,Nagpur,Bills
UPI002665,2026-01-15 06:17:00,Axis,ACC41883,SBI,BHIM,40041.43,FAILED,"Oza, Thaker and Grewal",Nagpur,Food
UPI002666,2026-01-21 10:01:00,BOB,ACC33331,PNB,BHIM,23055.31,SUCCESS,Parsa-Mohan,Ludhiana,Bills
UPI002667,2026-01-24 01:54:00,SBI,ACC21623,Kotak,GPay,30444.03,SUCCESS,"Tella, Rattan and Nori",Jhansi,Bills
UPI002668,2026-01-10 10:17:00,PNB,ACC11699,Axis,PhonePe,47388.5,REVERSED,Ramaswamy Group,Jalna,Bills
UPI002669,2026-01-11 02:16:00,BOB,ACC35489,Axis,PhonePe,39769.28,FAILED,Radhakrishnan Ltd,Jaipur,Food
UPI002670,2026-01-03 01:35:00,ICICI,ACC88912,BOB,PhonePe,43050.53,FAILED,"Maharaj, Luthra and Talwar",Vijayanagaram,Bills
UPI002671,2026-01-16 03:37:00,Kotak,ACC39479,ICICI,BHIM,30072.82,FAILED,Kalita-Patil,Miryalaguda,Transfer
UPI002672,2026-01-13 16:08:00,PNB,ACC38551,Kotak,GPay,27412.45,FAILED,Kala LLC,Tumkur,Shopping
UPI002673,2026-01-04 04:10:00,BOB,ACC88669,PNB,GPay,44599.89,PENDING,Loyal Inc,Indore,Transfer
UPI002674,2026-01-12 13:30:00,BOB,ACC74688,BOB,BHIM,3347.78,FAILED,"Bose, Bansal and Varughese",Nadiad,Food
UPI002675,2026-01-02 16:45:00,SBI,ACC81041,Axis,GPay,49572.97,PENDING,"Sachdeva, Yogi and Kadakia",Jamnagar,Shopping
UPI002676,2026-01-15 11:42:00,HDFC,ACC22296,ICICI,BHIM,41242.48,FAILED,Raju-Deol,Gopalpur,Food
UPI002677,2026-01-19 04:50:00,Kotak,ACC96701,PNB,Paytm,443.76,SUCCESS,Suresh Group,Siwan,Transfer
UPI002678,2026-01-25 12:03:00,Axis,ACC27774,PNB,Paytm,33083.48,SUCCESS,"Borde, Thakkar and Tara",Khora ,Transfer
UPI002679,2026-01-21 23:25:00,Axis,ACC93368,BOB,GPay,30567.83,PENDING,"Jayaraman, Bhardwaj and Chaudhry",Narasaraopet,Food
UPI002680,2026-01-29 07:03:00,Axis,ACC35180,Axis,BHIM,25416.03,SUCCESS,Jani Ltd,Rohtak,Bills
UPI002681,2026-01-01 12:14:00,PNB,ACC33626,ICICI,GPay,6059.98,FAILED,Patla Group,Jamshedpur,Transport
UPI002682,2026-01-11 10:42:00,BOB,ACC18038,Axis,GPay,47255.37,FAILED,Varkey-Chaudhry,Alappuzha,Transport
UPI002683,2026-01-25 18:29:00,SBI,ACC95041,BOB,Paytm,,PENDING,Lala PLC,Kolhapur,Shopping
UPI002684,2026-01-08 01:37:00,PNB,ACC97576,SBI,GPay,38041.35,PENDING,Patla Inc,Pune,Transport
UPI002685,2026-01-28 08:22:00,ICICI,ACC67569,Axis,Paytm,,SUCCESS,Agate Ltd,Ratlam,Food
UPI002686,2026-01-19 22:57:00,ICICI,ACC11057,Kotak,AmazonPay,25742.54,PENDING,Kuruvilla-Subramaniam,Agartala,Food
UPI002687,2026-01-03 22:56:00,HDFC,ACC71270,SBI,Paytm,17584.13,PENDING,Sangha Inc,Jodhpur,Transport
UPI002688,2026-01-03 12:57:00,Kotak,ACC33472,Axis,PhonePe,16246.15,SUCCESS,"Nath, Ravel and Chakrabarti",Muzaffarpur,Food
UPI002689,2026-01-27 07:13:00,Kotak,ACC32993,SBI,GPay,15922.12,FAILED,Sanghvi-Dhaliwal,Firozabad,Bills
UPI002690,2026-01-20 06:29:00,Kotak,ACC32710,BOB,GPay,19086.42,PENDING,"Kannan, Mody and Pant",Shimoga,Transport
UPI002691,2026-01-03 23:27:00,PNB,ACC81010,BOB,GPay,19192.33,SUCCESS,Bail PLC,Mehsana,Transfer
UPI002692,2026-01-29 17:08:00,BOB,ACC29503,ICICI,PhonePe,39174.25,REVERSED,Sangha Ltd,Kavali,Bills
UPI002693,2026-01-10 04:10:00,BOB,ACC49309,PNB,AmazonPay,25624.24,FAILED,Ahuja-Banik,Bharatpur,Transport
UPI002694,2026-01-24 23:25:00,Axis,ACC67170,Kotak,Paytm,23637.26,SUCCESS,Dugal-Gulati,Begusarai,Transfer
UPI002695,2026-01-12 08:04:00,PNB,ACC83665,HDFC,BHIM,40420.56,FAILED,"Mutti, Barman and Edwin",Parbhani,Transfer
UPI002696,2026-01-01 23:42:00,Kotak,ACC55533,HDFC,AmazonPay,1050.97,PENDING,Mangat-Bala,Sikar,Transfer
UPI002697,2026-01-01 09:01:00,HDFC,ACC84621,Axis,AmazonPay,49275.32,REVERSED,"Sangha, Rajan and Gola",Bidhannagar,Shopping
UPI002698,2026-01-19 10:12:00,ICICI,ACC15872,ICICI,BHIM,16142.57,SUCCESS,Batta Ltd,Berhampore,Transfer
UPI002699,2026-01-16 11:36:00,ICICI,ACC27874,Kotak,AmazonPay,236.47,REVERSED,Gour Inc,Hospet,Transport
UPI002700,2026-01-19 07:03:00,PNB,ACC59452,Kotak,BHIM,49297.9,REVERSED,Ravi-Panchal,Bidar,Bills
UPI002701,2026-01-05 20:19:00,Axis,ACC94210,SBI,BHIM,-30568.41,SUCCESS,Zachariah-Pingle,Junagadh,Food
UPI002702,2026-01-10 18:43:00,BOB,ACC78629,ICICI,BHIM,31065.06,SUCCESS,"Chada, Dara and Palan",Junagadh,Shopping
UPI002703,2026-01-01 00:03:00,PNB,ACC54394,SBI,AmazonPay,41465.17,REVERSED,Chhabra-Sule,Miryalaguda,Food
UPI002704,2026-01-09 05:22:00,HDFC,ACC47235,PNB,GPay,19224.13,PENDING,Dash PLC,Bettiah,Transfer
UPI002705,2026-01-13 15:54:00,ICICI,ACC12180,PNB,Paytm,49169.3,REVERSED,Lala-Gade,Morbi,Bills
UPI002706,2026-01-15 03:32:00,SBI,ACC27788,BOB,Paytm,28834.94,FAILED,"Dhawan, D’Alia and Lad",Kota,Transfer
UPI002707,2026-01-16 01:41:00,BOB,ACC68419,SBI,Paytm,23586.73,SUCCESS,"Hayre, Agrawal and Brahmbhatt",Bhubaneswar,Transport
UPI002708,2026-01-15 17:35:00,BOB,ACC74291,Axis,GPay,49017.08,REVERSED,Pai and Sons,Chittoor,Shopping
UPI002709,2026-01-12 08:22:00,Kotak,ACC94780,ICICI,AmazonPay,39481.38,FAILED,Pillay-Jaggi,Katihar,Bills
UPI002710,2026-01-24 07:24:00,ICICI,ACC38932,SBI,PhonePe,43409.94,SUCCESS,"Sibal, Luthra and Ganguly",Mehsana,Food
UPI002711,2026-01-16 04:13:00,SBI,ACC90005,PNB,GPay,7073.7,SUCCESS,"Zacharia, Sachdev and Edwin",Kirari Suleman Nagar,Shopping
UPI002712,2026-01-23 06:54:00,Axis,ACC55911,Kotak,BHIM,25190.72,REVERSED,"Pandey, Seshadri and Nigam",Bhalswa Jahangir Pur,Food
UPI002713,2026-01-09 20:13:00,PNB,ACC65372,HDFC,Paytm,19370.69,PENDING,Biswas-Arora,Deoghar,Shopping
UPI002714,2026-01-18 04:21:00,PNB,ACC42060,HDFC,PhonePe,29760.72,SUCCESS,"Wali, Mahal and Koshy",Agra,Transport
UPI002715,2026-01-03 04:13:00,Axis,ACC38814,BOB,PhonePe,18545.48,REVERSED,Chand and Sons,Thrissur,Shopping
UPI002716,2026-01-19 19:37:00,HDFC,ACC60872,HDFC,BHIM,17872.83,REVERSED,"Dube, Biswas and Rama",Jehanabad,Transfer
UPI002717,2026-01-28 13:19:00,Axis,ACC74998,ICICI,BHIM,2066.6,PENDING,"Bhagat, Badami and Kannan",Siliguri,Transfer
UPI002718,2026-01-23 20:47:00,PNB,ACC53815,HDFC,AmazonPay,14349.85,PENDING,Hayre-Banik,Bhatpara,Transport
UPI002719,2026-01-02 06:02:00,BOB,ACC41460,Axis,BHIM,22990.19,REVERSED,Bail Ltd,Kalyan-Dombivli,Bills
UPI002720,2026-01-22 20:18:00,Axis,ACC71242,ICICI,PhonePe,14076.81,PENDING,Jhaveri PLC,Jalandhar,Transfer
UPI002721,2026-01-22 10:39:00,BOB,ACC37223,PNB,GPay,9994.07,SUCCESS,Master-Pingle,Kottayam,Transfer
UPI002722,2026-01-13 15:23:00,PNB,ACC14390,BOB,BHIM,39440.43,PENDING,Bala-Sane,Jehanabad,Bills
UPI002723,2026-01-12 23:41:00,ICICI,ACC42003,Kotak,Paytm,25316.97,REVERSED,Sodhi LLC,Darbhanga,Shopping
UPI002724,2026-01-06 22:08:00,Axis,ACC66339,SBI,PhonePe,47692.02,SUCCESS,"Aggarwal, Sankar and Dey",Amritsar,Shopping
UPI002725,2026-01-03 17:27:00,PNB,ACC42180,BOB,Paytm,42774.81,PENDING,"Chhabra, Mallick and Sharaf",Fatehpur,Bills
UPI002726,2026-01-27 22:09:00,PNB,ACC62311,BOB,Paytm,30004.35,SUCCESS,Mukhopadhyay Group,Rajahmundry,Food
UPI002727,2026-01-21 09:08:00,BOB,ACC46265,Axis,BHIM,34145.54,SUCCESS,Sangha and Sons,Saharsa,Shopping
UPI002728,2026-01-30 06:08:00,BOB,ACC94922,Axis,AmazonPay,23524.49,REVERSED,Sengupta-Gola,Rourkela,Food
UPI002729,2026-01-30 14:57:00,BOB,ACC60252,Kotak,GPay,23083.3,SUCCESS,"Vig, Chahal and Rout",Gurgaon,Shopping
UPI002730,2026-01-18 01:31:00,SBI,ACC79042,PNB,AmazonPay,18449.32,SUCCESS,"Memon, Dasgupta and Trivedi",Firozabad,Shopping
UPI002731,2026-01-09 05:07:00,Kotak,ACC34370,Axis,BHIM,-35072.17,PENDING,"Peri, Dewan and Sule",Visakhapatnam,Food
UPI002732,2026-01-20 05:17:00,HDFC,ACC30390,SBI,Paytm,41910.41,SUCCESS,Dayal PLC,Fatehpur,Shopping
UPI002733,2026-01-15 00:46:00,Axis,ACC50308,Axis,GPay,43784.77,FAILED,"Iyer, Ratta and Dugar",Vasai-Virar,Transfer
UPI002734,2026-01-16 10:54:00,HDFC,ACC44229,Axis,Paytm,4523.53,PENDING,Khurana-Banik,Nizamabad,Transport
UPI001341,2026-01-08 13:50:00,PNB,ACC39613,BOB,AmazonPay,-30289.32,REVERSED,"Mani, Ratti and Gour",Nadiad,Transport
UPI002736,2026-01-19 11:46:00,Axis,ACC50644,BOB,BHIM,49605.69,REVERSED,Sant-Devi,Dindigul,Shopping
UPI002737,2026-01-24 00:07:00,PNB,ACC34628,SBI,GPay,4517.73,PENDING,Issac Group,Gopalpur,Transfer
UPI002738,2026-01-15 11:38:00,Kotak,ACC20293,ICICI,GPay,13384.11,PENDING,"Menon, Sampath and Kuruvilla",Jalna,Transport
UPI002739,2026-01-29 08:03:00,BOB,ACC91248,SBI,AmazonPay,24453.08,PENDING,Edwin LLC,Gandhidham,Food
UPI002740,2026-01-17 10:18:00,BOB,ACC78003,BOB,PhonePe,48556.57,REVERSED,Rastogi Group,Rajpur Sonarpur,Bills
UPI002741,2026-01-05 10:03:00,Kotak,ACC38880,ICICI,AmazonPay,31045.47,SUCCESS,Raval PLC,Dharmavaram,Transfer
UPI002742,2026-01-25 06:02:00,SBI,ACC43842,BOB,BHIM,38273.81,FAILED,"Bali, Vasa and Kota",Eluru,Shopping
UPI002743,2026-01-08 03:28:00,SBI,ACC89726,ICICI,AmazonPay,30338.95,REVERSED,Mannan-Saini,Bardhaman,Transport
UPI002744,2026-01-05 14:58:00,HDFC,ACC18298,Kotak,Paytm,42351.11,FAILED,"Thaker, Dave and Shah",Haldia,Bills
UPI002745,2026-01-19 06:37:00,SBI,ACC35774,HDFC,PhonePe,14766.65,PENDING,Raj-Subramanian,Panvel,Shopping
UPI002746,2026-01-02 18:35:00,HDFC,ACC17718,BOB,Paytm,42450.25,PENDING,Kibe Inc,Surat,Food
UPI002747,2026-01-03 03:49:00,Kotak,ACC63381,ICICI,AmazonPay,26645.87,PENDING,Koshy Ltd,South Dumdum,Shopping
UPI002748,2026-01-14 21:36:00,ICICI,ACC49790,SBI,AmazonPay,20344.79,FAILED,"Ramachandran, Kalita and Datta",Chandrapur,Transfer
UPI002749,2026-01-28 05:07:00,ICICI,ACC54727,HDFC,PhonePe,7076.54,REVERSED,"Bajwa, Bose and Jain",Ranchi,Shopping
UPI002750,2026-01-02 01:01:00,Axis,ACC23715,PNB,BHIM,46747.43,REVERSED,Sachdeva Group,Sagar,Transfer
UPI002751,2026-01-24 23:00:00,PNB,ACC27355,HDFC,Paytm,2953.08,FAILED,"Bhatia, Konda and Agrawal",Madhyamgram,Food
UPI002752,2026-01-07 21:57:00,PNB,ACC20973,PNB,BHIM,7078.35,PENDING,"Thakkar, Deshpande and Loke",Jammu,Bills
UPI002753,2026-01-18 08:39:00,HDFC,ACC13994,Kotak,GPay,39110.38,PENDING,Khatri-Karpe,Etawah,Bills
UPI002754,2026-01-16 17:07:00,Kotak,ACC40198,HDFC,Paytm,-46620.61,REVERSED,"Majumdar, Agate and Dada",Raurkela Industrial Township,Transport
UPI002755,2026-01-08 04:28:00,HDFC,ACC13998,SBI,BHIM,27567.9,PENDING,"Butala, Basu and Mallick",Latur,Transfer
UPI002756,2026-01-26 07:50:00,Axis,ACC26003,HDFC,AmazonPay,24672.36,PENDING,Ramanathan Group,Jammu,Food
UPI002757,2026-01-24 06:56:00,BOB,ACC94216,SBI,GPay,9321.45,REVERSED,Zachariah-Kala,Ulhasnagar,Food
UPI002758,2026-01-09 06:42:00,ICICI,ACC11676,Axis,Paytm,2205.45,PENDING,Sule and Sons,Mumbai,Bills
UPI002759,2026-01-16 12:32:00,SBI,ACC85965,SBI,Paytm,47731.42,SUCCESS,"Sarkar, Oza and Bava",Nagercoil,Transfer
UPI002760,2026-01-12 19:32:00,HDFC,ACC14623,SBI,BHIM,29225.34,PENDING,Dua-Ram,Saharanpur,Shopping
UPI002761,2026-01-24 03:35:00,Kotak,ACC68038,PNB,BHIM,6735.52,PENDING,Chatterjee-Nanda,Burhanpur,Bills
UPI002762,2026-01-04 08:54:00,HDFC,ACC61033,PNB,PhonePe,45567.02,REVERSED,Randhawa-Koshy,Shivpuri,Transport
UPI002763,2026-01-05 10:42:00,BOB,ACC35366,Kotak,BHIM,6911.22,SUCCESS,Baria Ltd,Surendranagar Dudhrej,Shopping
UPI002764,2026-01-04 14:59:00,BOB,ACC85683,Kotak,PhonePe,29460.19,FAILED,Ghose and Sons,Meerut,Transfer
UPI001349,2026-01-24 17:07:00,Kotak,ACC52290,PNB,GPay,6071.45,FAILED,Tak-Kakar,Nellore,Transfer
UPI002766,2026-01-21 22:00:00,BOB,ACC83840,PNB,PhonePe,3680.16,PENDING,"Ghosh, Hari and Gaba",Nellore,Transport
UPI002767,2026-01-05 05:33:00,PNB,ACC63587,Axis,GPay,6416.01,SUCCESS,Ganguly-Bandi,Chennai,Transfer
UPI002768,2026-01-01 08:32:00,BOB,ACC82953,ICICI,AmazonPay,11060.92,REVERSED,"Shenoy, Dube and Krish",Bidar,Transfer
UPI002769,2026-01-07 19:01:00,Kotak,ACC31862,ICICI,AmazonPay,20699.44,FAILED,Sarma PLC,Jamnagar,Transport
UPI002770,2026-01-06 01:00:00,Kotak,ACC38617,HDFC,GPay,-8245.83,PENDING,Upadhyay LLC,Hospet,Transport
UPI002771,2026-01-14 13:31:00,PNB,ACC65365,Axis,BHIM,44914.91,REVERSED,Venkataraman Ltd,Panipat,Transfer
UPI001636,2026-01-13 05:36:00,PNB,ACC46795,Kotak,Paytm,13934.31,REVERSED,"Thaker, Mutti and Das",Jehanabad,Shopping
UPI002773,2026-01-22 17:38:00,ICICI,ACC55169,PNB,Paytm,11560.24,FAILED,Chad-Wason,Mehsana,Transfer
UPI002774,2026-01-13 13:56:00,SBI,ACC99893,SBI,Paytm,24432.35,REVERSED,"Verma, Kari and Raju",Solapur,Transport
UPI002775,2026-01-06 08:41:00,BOB,ACC90884,Kotak,BHIM,16168.29,REVERSED,Munshi-Raj,Gandhinagar,Shopping
UPI002776,2026-01-04 06:34:00,BOB,ACC56948,BOB,BHIM,13418.36,PENDING,"Jaggi, Saraf and Varty",Raipur,Food
UPI002777,2026-01-01 08:40:00,BOB,ACC16530,Kotak,GPay,22035.58,PENDING,"Golla, Menon and Barad",Bijapur,Transfer
UPI002778,2026-01-02 17:06:00,SBI,ACC52897,Kotak,BHIM,3060.67,FAILED,Raval-Dhaliwal,Imphal,Transport
UPI002779,2026-01-10 18:48:00,ICICI,ACC96876,Kotak,GPay,7237.73,REVERSED,Oza-Vasa,Ichalkaranji,Bills
UPI002780,2026-01-20 20:06:00,PNB,ACC16463,SBI,AmazonPay,2450.51,SUCCESS,"Puri, Andra and Pradhan",Bhalswa Jahangir Pur,Shopping
UPI000836,2026-01-16 04:25:00,BOB,ACC38727,Axis,GPay,-9834.79,PENDING,"Venkataraman, Sule and Sodhi",Darbhanga,Transfer
UPI002782,2026-01-15 20:24:00,ICICI,ACC45725,Axis,PhonePe,49338.36,PENDING,Hora Inc,Bhind,Transport
UPI002783,2026-01-20 21:46:00,Axis,ACC45038,PNB,BHIM,,FAILED,Agarwal Ltd,Barasat,Bills
UPI002784,2026-01-14 14:29:00,Kotak,ACC85154,SBI,PhonePe,31460.03,FAILED,Dua and Sons,Tezpur,Transfer
UPI002785,2026-01-07 23:43:00,BOB,ACC75707,ICICI,PhonePe,17457.72,FAILED,Viswanathan and Sons,Agra,Food
UPI002786,2026-01-30 12:53:00,BOB,ACC96030,HDFC,AmazonPay,47463.09,FAILED,Suresh Group,Ambarnath,Food
